Match,Date,Teams,Ground,Result,Team1,Team2,Winner,Win by,Chasing Team
55,2017-05-14,Rising Pune Supergiant v Punjab Kings,Pune,Rising Pune Supergiant won by 9 Wickets,Pune Warriors,Punjab Kings,Pune Warriors,9 Wickets,Won
56,2017-05-14,Delhi Capitals v Royal Challengers Bangalore,Delhi,Royal Challengers Bangalore won by 10 Runs,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,10 Runs,Lost
1st Qualifying Final,2017-05-16,Mumbai Indians v Rising Pune Supergiant,Mumbai,Rising Pune Supergiant won by 20 Runs,Mumbai Indians,Pune Warriors,Pune Warriors,20 Runs,Lost
Elimination Final,2017-05-17,Sunrisers Hyderabad v Kolkata Knight Riders,Bengaluru,Kolkata Knight Riders won by 7 Wickets [D/L],Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,7 Wickets [D/L],Won
2nd Qualifying Final,2017-05-19,Mumbai Indians v Kolkata Knight Riders,Bengaluru,Mumbai Indians won by 6 Wickets,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,6 Wickets,Won
Final,2017-05-21,Mumbai Indians v Rising Pune Supergiant,Hyderabad,Mumbai Indians won by 1 Run,Mumbai Indians,Pune Warriors,Mumbai Indians,1 Run,Won
1,2018-04-07,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 1 Wicket,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,1 Wicket,Won
2,2018-04-08,Punjab Kings v Delhi Capitals,Mohali,Punjab Kings won by 6 Wickets,Punjab Kings,Delhi Capitals,Punjab Kings,6 Wickets,Won
3,2018-04-08,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Kolkata Knight Riders won by 4 Wickets,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,4 Wickets,Won
4,2018-04-09,Sunrisers Hyderabad v Rajasthan Royals,Hyderabad,Sunrisers Hyderabad won by 9 Wickets,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,9 Wickets,Won
5,2018-04-10,Chennai Super Kings v Kolkata Knight Riders,Chennai,Chennai Super Kings won by 5 Wickets,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,5 Wickets,Won
6,2018-04-11,Rajasthan Royals v Delhi Capitals,Jaipur,Rajasthan Royals won by 10 Runs [D/L],Rajasthan Royals,Delhi Capitals,Rajasthan Royals,10 Runs [D/L],Lost
7,2018-04-12,Mumbai Indians v Sunrisers Hyderabad,Hyderabad,Sunrisers Hyderabad won by 1 Wicket,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,1 Wicket,Won
8,2018-04-13,Punjab Kings v Royal Challengers Bangalore,Bengaluru,Royal Challengers Bangalore won by 4 Wickets,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,4 Wickets,Won
10,2018-04-14,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Sunrisers Hyderabad won by 5 Wickets,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,5 Wickets,Won
9,2018-04-14,Mumbai Indians v Delhi Capitals,Mumbai,Delhi Capitals won by 7 Wickets,Mumbai Indians,Delhi Capitals,Delhi Capitals,7 Wickets,Won
11,2018-04-15,Royal Challengers Bangalore v Rajasthan Royals,Bengaluru,Rajasthan Royals won by 19 Runs,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,19 Runs,Lost
12,2018-04-15,Punjab Kings v Chennai Super Kings,Mohali,Punjab Kings won by 4 Runs,Punjab Kings,Chennai Super Kings,Punjab Kings,4 Runs,Lost
13,2018-04-16,Kolkata Knight Riders v Delhi Capitals,Kolkata,Kolkata Knight Riders won by 71 Runs,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,71 Runs,Lost
14,2018-04-17,Mumbai Indians v Royal Challengers Bangalore,Mumbai,Mumbai Indians won by 46 Runs,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,46 Runs,Lost
15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Kolkata Knight Riders won by 7 Wickets,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,7 Wickets,Won
16,2018-04-19,Punjab Kings v Sunrisers Hyderabad,Mohali,Punjab Kings won by 15 Runs,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,15 Runs,Lost
17,2018-04-20,Rajasthan Royals v Chennai Super Kings,Pune,Chennai Super Kings won by 64 Runs,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,64 Runs,Lost
18,2018-04-21,Kolkata Knight Riders v Punjab Kings,Kolkata,Punjab Kings won by 9 Wickets [D/L],Kolkata Knight Riders,Punjab Kings,Punjab Kings,9 Wickets [D/L],Won
19,2018-04-21,Royal Challengers Bangalore v Delhi Capitals,Bengaluru,Royal Challengers Bangalore won by 6 Wickets,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,6 Wickets,Won
20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings,Hyderabad,Chennai Super Kings won by 4 Runs,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,4 Runs,Lost
21,2018-04-22,Rajasthan Royals v Mumbai Indians,Jaipur,Rajasthan Royals won by 3 Wickets,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,3 Wickets,Won
22,2018-04-23,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 4 Runs,Delhi Capitals,Punjab Kings,Punjab Kings,4 Runs,Lost
23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Sunrisers Hyderabad won by 31 Runs,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,31 Runs,Lost
24,2018-04-25,Royal Challengers Bangalore v Chennai Super Kings,Bengaluru,Chennai Super Kings won by 5 Wickets,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,5 Wickets,Won
25,2018-04-26,Sunrisers Hyderabad v Punjab Kings,Hyderabad,Sunrisers Hyderabad won by 13 Runs,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,13 Runs,Lost
26,2018-04-27,Delhi Capitals v Kolkata Knight Riders,Delhi,Delhi Capitals won by 55 Runs,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,55 Runs,Lost
27,2018-04-28,Chennai Super Kings v Mumbai Indians,Pune,Mumbai Indians won by 8 Wickets,Chennai Super Kings,Mumbai Indians,Mumbai Indians,8 Wickets,Won
28,2018-04-29,Rajasthan Royals v Sunrisers Hyderabad,Jaipur,Sunrisers Hyderabad won by 11 Runs,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,11 Runs,Lost
29,2018-04-29,Royal Challengers Bangalore v Kolkata Knight Riders,Bengaluru,Kolkata Knight Riders won by 6 Wickets,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,6 Wickets,Won
30,2018-04-30,Chennai Super Kings v Delhi Capitals,Pune,Chennai Super Kings won by 13 Runs,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,13 Runs,Lost
31,2018-05-01,Royal Challengers Bangalore v Mumbai Indians,Bengaluru,Royal Challengers Bangalore won by 14 Runs,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,14 Runs,Lost
32,2018-05-02,Delhi Capitals v Rajasthan Royals,Delhi,Delhi Capitals won by 4 Runs [D/L],Delhi Capitals,Rajasthan Royals,Delhi Capitals,4 Runs [D/L],Lost
33,2018-05-03,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Kolkata Knight Riders won by 6 Wickets,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,6 Wickets,Won
34,2018-05-04,Punjab Kings v Mumbai Indians,Indore,Mumbai Indians won by 6 Wickets,Punjab Kings,Mumbai Indians,Mumbai Indians,6 Wickets,Won
35,2018-05-05,Chennai Super Kings v Royal Challengers Bangalore,Pune,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,6 Wickets,Won
36,2018-05-05,Sunrisers Hyderabad v Delhi Capitals,Hyderabad,Sunrisers Hyderabad won by 7 Wickets,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,7 Wickets,Won
37,2018-05-06,Mumbai Indians v Kolkata Knight Riders,Mumbai,Mumbai Indians won by 13 Runs,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,13 Runs,Lost
38,2018-05-06,Punjab Kings v Rajasthan Royals,Indore,Punjab Kings won by 6 Wickets,Punjab Kings,Rajasthan Royals,Punjab Kings,6 Wickets,Won
39,2018-05-07,Sunrisers Hyderabad v Royal Challengers Bangalore,Hyderabad,Sunrisers Hyderabad won by 5 Runs,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,5 Runs,Lost
40,2018-05-08,Rajasthan Royals v Punjab Kings,Jaipur,Rajasthan Royals won by 15 Runs,Rajasthan Royals,Punjab Kings,Rajasthan Royals,15 Runs,Lost
41,2018-05-09,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 102 Runs,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,102 Runs,Lost
42,2018-05-10,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 9 Wickets,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,9 Wickets,Won
43,2018-05-11,Rajasthan Royals v Chennai Super Kings,Jaipur,Rajasthan Royals won by 4 Wickets,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,4 Wickets,Won
44,2018-05-12,Punjab Kings v Kolkata Knight Riders,Indore,Kolkata Knight Riders won by 31 Runs,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,31 Runs,Lost
45,2018-05-12,Delhi Capitals v Royal Challengers Bangalore,Delhi,Royal Challengers Bangalore won by 5 Wickets,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,5 Wickets,Won
46,2018-05-13,Chennai Super Kings v Sunrisers Hyderabad,Pune,Chennai Super Kings won by 8 Wickets,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,8 Wickets,Won
47,2018-05-13,Mumbai Indians v Rajasthan Royals,Mumbai,Rajasthan Royals won by 7 Wickets,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,7 Wickets,Won
48,2018-05-14,Punjab Kings v Royal Challengers Bangalore,Indore,Royal Challengers Bangalore won by 10 Wickets,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,10 Wickets,Won
49,2018-05-15,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 6 Wickets,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,6 Wickets,Won
50,2018-05-16,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 3 Runs,Mumbai Indians,Punjab Kings,Mumbai Indians,3 Runs,Lost
51,2018-05-17,Royal Challengers Bangalore v Sunrisers Hyderabad,Bengaluru,Royal Challengers Bangalore won by 14 Runs,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,14 Runs,Lost
52,2018-05-18,Delhi Capitals v Chennai Super Kings,Delhi,Delhi Capitals won by 34 Runs,Delhi Capitals,Chennai Super Kings,Delhi Capitals,34 Runs,Lost
53,2018-05-19,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Rajasthan Royals won by 30 Runs,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,30 Runs,Lost
54,2018-05-19,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Kolkata Knight Riders won by 5 Wickets,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,5 Wickets,Won
55,2018-05-20,Delhi Capitals v Mumbai Indians,Delhi,Delhi Capitals won by 11 Runs,Delhi Capitals,Mumbai Indians,Delhi Capitals,11 Runs,Lost
56,2018-05-20,Chennai Super Kings v Punjab Kings,Pune,Chennai Super Kings won by 5 Wickets,Chennai Super Kings,Punjab Kings,Chennai Super Kings,5 Wickets,Won
1st Qualifying Final,2018-05-22,Chennai Super Kings v Sunrisers Hyderabad,Mumbai,Chennai Super Kings won by 2 Wickets,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2 Wickets,Won
1st Elimination Final,2018-05-23,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 25 Runs,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,25 Runs,Lost
2nd Qualifying Final,2018-05-25,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Sunrisers Hyderabad won by 14 Runs,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,14 Runs,Lost
Final,2018-05-27,Chennai Super Kings v Sunrisers Hyderabad,Mumbai,Chennai Super Kings won by 8 Wickets,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,8 Wickets,Won
1,2019-03-23,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 7 Wickets,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,7 Wickets,Won
2,2019-03-24,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Kolkata Knight Riders won by 6 Wickets,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,6 Wickets,Won
3,2019-03-24,Mumbai Indians v Delhi Capitals,Mumbai,Delhi Capitals won by 37 Runs,Mumbai Indians,Delhi Capitals,Delhi Capitals,37 Runs,Lost
4,2019-03-25,Rajasthan Royals v Punjab Kings,Jaipur,Punjab Kings won by 14 Runs,Rajasthan Royals,Punjab Kings,Punjab Kings,14 Runs,Lost
5,2019-03-26,Delhi Capitals v Chennai Super Kings,Delhi,Chennai Super Kings won by 6 Wickets,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,6 Wickets,Won
6,2019-03-27,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 28 Runs,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,28 Runs,Lost
7,2019-03-28,Royal Challengers Bangalore v Mumbai Indians,Bengaluru,Mumbai Indians won by 6 Runs,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,6 Runs,Lost
8,2019-03-29,Sunrisers Hyderabad v Rajasthan Royals,Hyderabad,Sunrisers Hyderabad won by 5 Wickets,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,5 Wickets,Won
10,2019-03-30,Delhi Capitals v Kolkata Knight Riders,Delhi,Kolkata Knight Riders won by tie,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,tie,Tie
9,2019-03-30,Punjab Kings v Mumbai Indians,Mohali,Punjab Kings won by 8 Wickets,Punjab Kings,Mumbai Indians,Punjab Kings,8 Wickets,Won
11,2019-03-31,Sunrisers Hyderabad v Royal Challengers Bangalore,Hyderabad,Sunrisers Hyderabad won by 118 Runs,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,118 Runs,Lost
12,2019-03-31,Chennai Super Kings v Rajasthan Royals,Chennai,Chennai Super Kings won by 8 Runs,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,8 Runs,Lost
13,2019-04-01,Punjab Kings v Delhi Capitals,Mohali,Punjab Kings won by 14 Runs,Punjab Kings,Delhi Capitals,Punjab Kings,14 Runs,Lost
14,2019-04-02,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Rajasthan Royals won by 7 Wickets,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,7 Wickets,Won
15,2019-04-03,Mumbai Indians v Chennai Super Kings,Mumbai,Mumbai Indians won by 37 Runs,Mumbai Indians,Chennai Super Kings,Mumbai Indians,37 Runs,Lost
16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 5 Wickets,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,5 Wickets,Won
17,2019-04-05,Royal Challengers Bangalore v Kolkata Knight Riders,Bengaluru,Kolkata Knight Riders won by 5 Wickets,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,5 Wickets,Won
18,2019-04-06,Chennai Super Kings v Punjab Kings,Chennai,Chennai Super Kings won by 22 Runs,Chennai Super Kings,Punjab Kings,Chennai Super Kings,22 Runs,Lost
19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians,Hyderabad,Mumbai Indians won by 40 Runs,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,40 Runs,Lost
20,2019-04-07,Royal Challengers Bangalore v Delhi Capitals,Bengaluru,Delhi Capitals won by 4 Wickets,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,4 Wickets,Won
21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Kolkata Knight Riders won by 8 Wickets,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,8 Wickets,Won
22,2019-04-08,Punjab Kings v Sunrisers Hyderabad,Mohali,Punjab Kings won by 6 Wickets,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,6 Wickets,Won
23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders,Chennai,Chennai Super Kings won by 7 Wickets,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,7 Wickets,Won
24,2019-04-10,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 3 Wickets,Mumbai Indians,Punjab Kings,Mumbai Indians,3 Wickets,Won
25,2019-04-11,Rajasthan Royals v Chennai Super Kings,Jaipur,Chennai Super Kings won by 4 Wickets,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,4 Wickets,Won
26,2019-04-12,Kolkata Knight Riders v Delhi Capitals,Kolkata,Delhi Capitals won by 7 Wickets,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,7 Wickets,Won
27,2019-04-13,Mumbai Indians v Rajasthan Royals,Mumbai,Rajasthan Royals won by 4 Wickets,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,4 Wickets,Won
28,2019-04-13,Punjab Kings v Royal Challengers Bangalore,Mohali,Royal Challengers Bangalore won by 8 Wickets,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,8 Wickets,Won
29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Chennai Super Kings won by 5 Wickets,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,5 Wickets,Won
30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals,Hyderabad,Delhi Capitals won by 39 Runs,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,39 Runs,Lost
31,2019-04-15,Mumbai Indians v Royal Challengers Bangalore,Mumbai,Mumbai Indians won by 5 Wickets,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,5 Wickets,Won
32,2019-04-16,Punjab Kings v Rajasthan Royals,Mohali,Punjab Kings won by 12 Runs,Punjab Kings,Rajasthan Royals,Punjab Kings,12 Runs,Lost
33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings,Hyderabad,Sunrisers Hyderabad won by 6 Wickets,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,6 Wickets,Won
34,2019-04-18,Delhi Capitals v Mumbai Indians,Delhi,Mumbai Indians won by 40 Runs,Delhi Capitals,Mumbai Indians,Mumbai Indians,40 Runs,Lost
35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Royal Challengers Bangalore won by 10 Runs,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,10 Runs,Lost
36,2019-04-20,Rajasthan Royals v Mumbai Indians,Jaipur,Rajasthan Royals won by 5 Wickets,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,5 Wickets,Won
37,2019-04-20,Delhi Capitals v Punjab Kings,Delhi,Delhi Capitals won by 5 Wickets,Delhi Capitals,Punjab Kings,Delhi Capitals,5 Wickets,Won
38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Sunrisers Hyderabad won by 9 Wickets,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,9 Wickets,Won
39,2019-04-21,Royal Challengers Bangalore v Chennai Super Kings,Bengaluru,Royal Challengers Bangalore won by 1 Run,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,1 Run,Won
40,2019-04-22,Rajasthan Royals v Delhi Capitals,Jaipur,Delhi Capitals won by 6 Wickets,Rajasthan Royals,Delhi Capitals,Delhi Capitals,6 Wickets,Won
41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad,Chennai,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,6 Wickets,Won
42,2019-04-24,Royal Challengers Bangalore v Punjab Kings,Bengaluru,Royal Challengers Bangalore won by 17 Runs,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,17 Runs,Lost
43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Rajasthan Royals won by 3 Wickets,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,3 Wickets,Won
44,2019-04-26,Chennai Super Kings v Mumbai Indians,Chennai,Mumbai Indians won by 46 Runs,Chennai Super Kings,Mumbai Indians,Mumbai Indians,46 Runs,Lost
45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad,Jaipur,Rajasthan Royals won by 7 Wickets,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,7 Wickets,Won
46,2019-04-28,Delhi Capitals v Royal Challengers Bangalore,Delhi,Delhi Capitals won by 16 Runs,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,16 Runs,Lost
47,2019-04-28,Kolkata Knight Riders v Mumbai Indians,Kolkata,Kolkata Knight Riders won by 34 Runs,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,34 Runs,Lost
48,2019-04-29,Sunrisers Hyderabad v Punjab Kings,Hyderabad,Sunrisers Hyderabad won by 45 Runs,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,45 Runs,Lost
50,2019-05-01,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 80 Runs,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,80 Runs,Lost
51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Sunrisers Hyderabad won by tie,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,tie,Tie
52,2019-05-03,Punjab Kings v Kolkata Knight Riders,Mohali,Kolkata Knight Riders won by 7 Wickets,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,7 Wickets,Won
53,2019-05-04,Delhi Capitals v Rajasthan Royals,Delhi,Delhi Capitals won by 5 Wickets,Delhi Capitals,Rajasthan Royals,Delhi Capitals,5 Wickets,Won
54,2019-05-04,Royal Challengers Bangalore v Sunrisers Hyderabad,Bengaluru,Royal Challengers Bangalore won by 4 Wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,4 Wickets,Won
55,2019-05-05,Punjab Kings v Chennai Super Kings,Mohali,Punjab Kings won by 6 Wickets,Punjab Kings,Chennai Super Kings,Punjab Kings,6 Wickets,Won
56,2019-05-05,Mumbai Indians v Kolkata Knight Riders,Mumbai,Mumbai Indians won by 9 Wickets,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,9 Wickets,Won
1st Qualifying Final,2019-05-07,Chennai Super Kings v Mumbai Indians,Chennai,Mumbai Indians won by 6 Wickets,Chennai Super Kings,Mumbai Indians,Mumbai Indians,6 Wickets,Won
Elimination Final,2019-05-08,Delhi Capitals v Sunrisers Hyderabad,Visakhapatnam,Delhi Capitals won by 2 Wickets,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,2 Wickets,Won
2nd Qualifying Final,2019-05-10,Chennai Super Kings v Delhi Capitals,Visakhapatnam,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,6 Wickets,Won
Final,2019-05-12,Chennai Super Kings v Mumbai Indians,Hyderabad,Mumbai Indians won by 1 Run,Chennai Super Kings,Mumbai Indians,Mumbai Indians,1 Run,Won
1,2020-09-19,Chennai Super Kings v Mumbai Indians,Abu Dhabi,Chennai Super Kings won by 5 Wickets,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,5 Wickets,Won
2,2020-09-20,Delhi Capitals v Punjab Kings,Dubai,Punjab Kings won by tie,Delhi Capitals,Punjab Kings,Punjab Kings,tie,Tie
3,2020-09-21,Royal Challengers Bangalore v Sunrisers Hyderabad,Dubai,Royal Challengers Bangalore won by 10 Runs,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,10 Runs,Lost
4,2020-09-22,Chennai Super Kings v Rajasthan Royals,Sharjah,Rajasthan Royals won by 16 Runs,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,16 Runs,Lost
5,2020-09-23,Kolkata Knight Riders v Mumbai Indians,Abu Dhabi,Mumbai Indians won by 49 Runs,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,49 Runs,Lost
6,2020-09-24,Punjab Kings v Royal Challengers Bangalore,Dubai,Punjab Kings won by 97 Runs,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,97 Runs,Lost
7,2020-09-25,Chennai Super Kings v Delhi Capitals,Dubai,Delhi Capitals won by 44 Runs,Chennai Super Kings,Delhi Capitals,Delhi Capitals,44 Runs,Lost
8,2020-09-26,Kolkata Knight Riders v Sunrisers Hyderabad,Abu Dhabi,Kolkata Knight Riders won by 7 Wickets,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,7 Wickets,Won
9,2020-09-27,Punjab Kings v Rajasthan Royals,Sharjah,Rajasthan Royals won by 4 Wickets,Punjab Kings,Rajasthan Royals,Rajasthan Royals,4 Wickets,Won
10,2020-09-28,Mumbai Indians v Royal Challengers Bangalore,Dubai,Royal Challengers Bangalore won by tie,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,tie,Tie
11,2020-09-29,Delhi Capitals v Sunrisers Hyderabad,Abu Dhabi,Sunrisers Hyderabad won by 15 Runs,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,15 Runs,Lost
12,2020-09-30,Kolkata Knight Riders v Rajasthan Royals,Dubai,Kolkata Knight Riders won by 37 Runs,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,37 Runs,Lost
13,2020-10-01,Punjab Kings v Mumbai Indians,Abu Dhabi,Mumbai Indians won by 48 Runs,Punjab Kings,Mumbai Indians,Mumbai Indians,48 Runs,Lost
14,2020-10-02,Chennai Super Kings v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 7 Runs,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,7 Runs,Lost
15,2020-10-03,Royal Challengers Bangalore v Rajasthan Royals,Abu Dhabi,Royal Challengers Bangalore won by 8 Wickets,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,8 Wickets,Won
16,2020-10-03,Delhi Capitals v Kolkata Knight Riders,Sharjah,Delhi Capitals won by 18 Runs,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,18 Runs,Lost
17,2020-10-04,Mumbai Indians v Sunrisers Hyderabad,Sharjah,Mumbai Indians won by 34 Runs,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,34 Runs,Lost
18,2020-10-04,Chennai Super Kings v Punjab Kings,Dubai,Chennai Super Kings won by 10 Wickets,Chennai Super Kings,Punjab Kings,Chennai Super Kings,10 Wickets,Won
19,2020-10-05,Delhi Capitals v Royal Challengers Bangalore,Dubai,Delhi Capitals won by 59 Runs,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,59 Runs,Lost
