,Match,Date,Teams,Ground,Result
68,69,22/05/2011,Royal Challengers Bangalore v Chennai Super Kings,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 8 Wickets
69,70,22/05/2011,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 5 Wickets
70,1st Qualifying Final,24/05/2011,Royal Challengers Bangalore v Chennai Super Kings,Mumbai,Chennai Super Kings won by 6 Wickets
71,Elimination Final,25/05/2011,Kolkata Knight Riders v Mumbai Indians,Mumbai,Mumbai Indians won by 4 Wickets
72,2nd Qualifying Final,27/05/2011,Royal Challengers Bangalore v Mumbai Indians,Chennai,Royal Challengers Bangalore won by 43 Runs
73,Final,28/05/2011,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 58 Runs
0,1,04/04/2012,Chennai Super Kings v Mumbai Indians,Chennai,Mumbai Indians won by 8 Wickets
1,2,05/04/2012,Kolkata Knight Riders v Delhi Capitals,Kolkata,Delhi Capitals won by 8 Wickets
2,3,06/04/2012,Mumbai Indians v Pune Warriors,Mumbai,Pune Warriors won by 28 Runs
3,4,06/04/2012,Rajasthan Royals v Punjab Kings,Jaipur,Rajasthan Royals won by 31 Runs
4,5,07/04/2012,Royal Challengers Bangalore v Delhi Capitals,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 20 Runs
5,6,07/04/2012,Deccan Chargers v Chennai Super Kings,Visakhapatnam,Chennai Super Kings won by 74 Runs
6,7,08/04/2012,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Rajasthan Royals won by 22 Runs
7,8,08/04/2012,Pune Warriors v Punjab Kings,Pune,Pune Warriors won by 22 Runs
8,9,09/04/2012,Deccan Chargers v Mumbai Indians,Visakhapatnam,Mumbai Indians won by 5 Wickets
9,10,10/04/2012,Royal Challengers Bangalore v Kolkata Knight Riders,"Bengaluru, Bangalore",Kolkata Knight Riders won by 42 Runs
10,11,10/04/2012,Delhi Capitals v Chennai Super Kings,Delhi,Delhi Capitals won by 8 Wickets
11,12,11/04/2012,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 27 Runs
12,13,12/04/2012,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 5 Wickets
13,14,12/04/2012,Punjab Kings v Pune Warriors,"Mohali, Chandigarh",Punjab Kings won by 7 Wickets
14,15,13/04/2012,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 5 Wickets
15,16,14/04/2012,Pune Warriors v Chennai Super Kings,Pune,Pune Warriors won by 7 Wickets
16,17,15/04/2012,Kolkata Knight Riders v Punjab Kings,Kolkata,Punjab Kings won by 2 Runs
17,18,15/04/2012,Royal Challengers Bangalore v Rajasthan Royals,"Bengaluru, Bangalore",Rajasthan Royals won by 59 Runs
18,19,16/04/2012,Mumbai Indians v Delhi Capitals,Mumbai,Delhi Capitals won by 7 Wickets
19,20,17/04/2012,Rajasthan Royals v Deccan Chargers,Jaipur,Rajasthan Royals won by 5 Wickets
20,21,17/04/2012,Royal Challengers Bangalore v Pune Warriors,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 6 Wickets
21,22,18/04/2012,Punjab Kings v Kolkata Knight Riders,"Mohali, Chandigarh",Kolkata Knight Riders won by 8 Wickets
22,23,19/04/2012,Delhi Capitals v Deccan Chargers,Delhi,Delhi Capitals won by 5 Wickets
23,24,19/04/2012,Chennai Super Kings v Pune Warriors,Chennai,Chennai Super Kings won by 13 Runs
24,25,20/04/2012,Punjab Kings v Royal Challengers Bangalore,"Mohali, Chandigarh",Royal Challengers Bangalore won by 5 Wickets
25,26,21/04/2012,Chennai Super Kings v Rajasthan Royals,Chennai,Chennai Super Kings won by 7 Wickets
26,27,21/04/2012,Delhi Capitals v Pune Warriors,Delhi,Pune Warriors won by 20 Runs
27,28,22/04/2012,Mumbai Indians v Punjab Kings,Mumbai,Punjab Kings won by 6 Wickets
28,29,22/04/2012,Deccan Chargers v Kolkata Knight Riders,Cuttack,Kolkata Knight Riders won by 5 Wickets
29,30,23/04/2012,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Royal Challengers Bangalore won by 46 Runs
30,31,24/04/2012,Pune Warriors v Delhi Capitals,Pune,Delhi Capitals won by 8 Wickets
31,32,24/04/2012,Kolkata Knight Riders v Deccan Chargers,Kolkata,Match abandoned
32,33,25/04/2012,Punjab Kings v Mumbai Indians,"Mohali, Chandigarh",Mumbai Indians won by 4 Wickets
33,34,25/04/2012,Royal Challengers Bangalore v Chennai Super Kings,"Bengaluru, Bangalore",No result
34,35,26/04/2012,Pune Warriors v Deccan Chargers,Pune,Deccan Chargers won by 18 Runs
35,36,27/04/2012,Delhi Capitals v Mumbai Indians,Delhi,Delhi Capitals won by 37 Runs
36,37,28/04/2012,Chennai Super Kings v Punjab Kings,Chennai,Punjab Kings won by 7 Runs
37,38,28/04/2012,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Kolkata Knight Riders won by 47 Runs
38,39,29/04/2012,Delhi Capitals v Rajasthan Royals,Delhi,Delhi Capitals won by 1 Run
39,40,29/04/2012,Mumbai Indians v Deccan Chargers,Mumbai,Mumbai Indians won by 5 Wickets
40,41,30/04/2012,Chennai Super Kings v Kolkata Knight Riders,Chennai,Kolkata Knight Riders won by 5 Wickets
41,42,01/05/2012,Deccan Chargers v Pune Warriors,Cuttack,Deccan Chargers won by 13 Runs
42,43,01/05/2012,Rajasthan Royals v Delhi Capitals,Jaipur,Delhi Capitals won by 6 Wickets
43,44,02/05/2012,Royal Challengers Bangalore v Punjab Kings,"Bengaluru, Bangalore",Punjab Kings won by 4 Wickets
44,45,03/05/2012,Pune Warriors v Mumbai Indians,Pune,Mumbai Indians won by 1 Run
45,46,04/05/2012,Chennai Super Kings v Deccan Chargers,Chennai,Chennai Super Kings won by 10 Runs
46,47,05/05/2012,Kolkata Knight Riders v Pune Warriors,Kolkata,Kolkata Knight Riders won by 7 Runs
47,48,05/05/2012,Punjab Kings v Rajasthan Royals,"Mohali, Chandigarh",Rajasthan Royals won by 43 Runs
48,49,06/05/2012,Mumbai Indians v Chennai Super Kings,Mumbai,Mumbai Indians won by 2 Wickets
49,50,06/05/2012,Royal Challengers Bangalore v Deccan Chargers,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 5 Wickets
50,51,07/05/2012,Delhi Capitals v Kolkata Knight Riders,Delhi,Kolkata Knight Riders won by 6 Wickets
51,52,08/05/2012,Pune Warriors v Rajasthan Royals,Pune,Rajasthan Royals won by 7 Wickets
52,53,08/05/2012,Deccan Chargers v Punjab Kings,Hyderabad,Punjab Kings won by 25 Runs
53,54,09/05/2012,Mumbai Indians v Royal Challengers Bangalore,Mumbai,Royal Challengers Bangalore won by 9 Wickets
54,55,10/05/2012,Deccan Chargers v Delhi Capitals,Hyderabad,Delhi Capitals won by 9 Wickets
55,56,10/05/2012,Rajasthan Royals v Chennai Super Kings,Jaipur,Chennai Super Kings won by 4 Wickets
56,57,11/05/2012,Pune Warriors v Royal Challengers Bangalore,Pune,Royal Challengers Bangalore won by 35 Runs
57,58,12/05/2012,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 27 Runs
58,59,12/05/2012,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 9 Wickets
59,60,13/05/2012,Rajasthan Royals v Pune Warriors,Jaipur,Rajasthan Royals won by 45 Runs
60,61,13/05/2012,Punjab Kings v Deccan Chargers,"Mohali, Chandigarh",Punjab Kings won by 4 Wickets
61,62,14/05/2012,Royal Challengers Bangalore v Mumbai Indians,"Bengaluru, Bangalore",Mumbai Indians won by 5 Wickets
62,63,14/05/2012,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Chennai Super Kings won by 5 Wickets
63,64,15/05/2012,Delhi Capitals v Punjab Kings,Delhi,Delhi Capitals won by 5 Wickets
64,65,16/05/2012,Mumbai Indians v Kolkata Knight Riders,Mumbai,Kolkata Knight Riders won by 32 Runs
65,66,17/05/2012,Punjab Kings v Chennai Super Kings,Dharamsala,Punjab Kings won by 6 Wickets
66,67,17/05/2012,Delhi Capitals v Royal Challengers Bangalore,Delhi,Royal Challengers Bangalore won by 21 Runs
67,68,18/05/2012,Deccan Chargers v Rajasthan Royals,Hyderabad,Deccan Chargers won by 5 Wickets
68,69,19/05/2012,Punjab Kings v Delhi Capitals,Dharamsala,Delhi Capitals won by 6 Wickets
69,70,19/05/2012,Pune Warriors v Kolkata Knight Riders,Pune,Kolkata Knight Riders won by 34 Runs
70,71,20/05/2012,Deccan Chargers v Royal Challengers Bangalore,Hyderabad,Deccan Chargers won by 9 Runs
71,72,20/05/2012,Rajasthan Royals v Mumbai Indians,Jaipur,Mumbai Indians won by 10 Wickets
72,1st Qualifying Final,22/05/2012,Delhi Capitals v Kolkata Knight Riders,Pune,Kolkata Knight Riders won by 18 Runs
73,Elimination Final,23/05/2012,Chennai Super Kings v Mumbai Indians,"Bengaluru, Bangalore",Chennai Super Kings won by 3 Runs
74,2nd Qualifying Final,25/05/2012,Delhi Capitals v Chennai Super Kings,Chennai,Chennai Super Kings won by 86 Runs
75,Final,27/05/2012,Kolkata Knight Riders v Chennai Super Kings,Chennai,Kolkata Knight Riders won by 5 Wickets
0,1,03/04/2013,Kolkata Knight Riders v Delhi Capitals,Kolkata,Kolkata Knight Riders won by 6 Wickets
1,2,04/04/2013,Royal Challengers Bangalore v Mumbai Indians,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 2 Runs
2,3,05/04/2013,Sunrisers Hyderabad v Pune Warriors,Hyderabad,Sunrisers Hyderabad won by 22 Runs
3,4,06/04/2013,Delhi Capitals v Rajasthan Royals,Delhi,Rajasthan Royals won by 5 Runs
4,5,06/04/2013,Chennai Super Kings v Mumbai Indians,Chennai,Mumbai Indians won by 9 Runs
5,6,07/04/2013,Pune Warriors v Punjab Kings,Pune,Punjab Kings won by 8 Wickets
6,7,07/04/2013,Sunrisers Hyderabad v Royal Challengers Bangalore,Hyderabad,Match tied (Sunrisers Hyderabad won eliminator)
7,8,08/04/2013,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Rajasthan Royals won by 19 Runs
8,10,09/04/2013,Mumbai Indians v Delhi Capitals,Mumbai,Mumbai Indians won by 44 Runs
9,9,09/04/2013,Royal Challengers Bangalore v Sunrisers Hyderabad,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 7 Wickets
10,11,10/04/2013,Punjab Kings v Chennai Super Kings,"Mohali, Chandigarh",Chennai Super Kings won by 10 Wickets
11,12,11/04/2013,Royal Challengers Bangalore v Kolkata Knight Riders,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 8 Wickets
12,13,11/04/2013,Pune Warriors v Rajasthan Royals,Pune,Pune Warriors won by 7 Wickets
13,14,12/04/2013,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 3 Wickets
14,15,13/04/2013,Mumbai Indians v Pune Warriors,Mumbai,Mumbai Indians won by 41 Runs
15,16,13/04/2013,Chennai Super Kings v Royal Challengers Bangalore,Chennai,Chennai Super Kings won by 4 Wickets
16,17,14/04/2013,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Kolkata Knight Riders won by 48 Runs
17,18,14/04/2013,Rajasthan Royals v Punjab Kings,Jaipur,Rajasthan Royals won by 6 Wickets
18,19,15/04/2013,Chennai Super Kings v Pune Warriors,Chennai,Pune Warriors won by 24 Runs
19,20,16/04/2013,Punjab Kings v Kolkata Knight Riders,"Mohali, Chandigarh",Punjab Kings won by 4 Runs
20,21,16/04/2013,Royal Challengers Bangalore v Delhi Capitals,"Bengaluru, Bangalore",Match tied (Royal Challengers Bangalore won eliminator)
21,22,17/04/2013,Pune Warriors v Sunrisers Hyderabad,Pune,Sunrisers Hyderabad won by 11 Runs
22,23,17/04/2013,Rajasthan Royals v Mumbai Indians,Jaipur,Rajasthan Royals won by 87 Runs
23,24,18/04/2013,Chennai Super Kings v Delhi Capitals,Delhi,Chennai Super Kings won by 86 Runs
24,25,19/04/2013,Sunrisers Hyderabad v Punjab Kings,Hyderabad,Sunrisers Hyderabad won by 5 Wickets
25,26,20/04/2013,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Chennai Super Kings won by 4 Wickets
26,27,20/04/2013,Royal Challengers Bangalore v Rajasthan Royals,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 7 Wickets
27,28,21/04/2013,Delhi Capitals v Mumbai Indians,Delhi,Delhi Capitals won by 9 Wickets
28,29,21/04/2013,Punjab Kings v Pune Warriors,"Mohali, Chandigarh",Punjab Kings won by 7 Wickets
29,30,22/04/2013,Chennai Super Kings v Rajasthan Royals,Chennai,Chennai Super Kings won by 5 Wickets
30,31,23/04/2013,Royal Challengers Bangalore v Pune Warriors,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 130 Runs
31,32,23/04/2013,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 5 Wickets
32,33,24/04/2013,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 5 Wickets
33,34,25/04/2013,Chennai Super Kings v Sunrisers Hyderabad,Chennai,Chennai Super Kings won by 5 Wickets
34,35,26/04/2013,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 6 Wickets
35,36,27/04/2013,Sunrisers Hyderabad v Rajasthan Royals,Jaipur,Rajasthan Royals won by 8 Wickets
36,37,27/04/2013,Mumbai Indians v Royal Challengers Bangalore,Mumbai,Mumbai Indians won by 58 Runs
37,38,28/04/2013,Chennai Super Kings v Kolkata Knight Riders,Chennai,Chennai Super Kings won by 14 Runs
38,39,28/04/2013,Delhi Capitals v Pune Warriors,Raipur,Delhi Capitals won by 15 Runs
39,40,29/04/2013,Rajasthan Royals v Royal Challengers Bangalore,Jaipur,Rajasthan Royals won by 4 Wickets
40,41,29/04/2013,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 4 Runs
41,42,30/04/2013,Chennai Super Kings v Pune Warriors,Pune,Chennai Super Kings won by 37 Runs
42,43,01/05/2013,Mumbai Indians v Sunrisers Hyderabad,Hyderabad,Sunrisers Hyderabad won by 7 Wickets
43,44,01/05/2013,Delhi Capitals v Kolkata Knight Riders,Raipur,Delhi Capitals won by 7 Wickets
44,45,02/05/2013,Chennai Super Kings v Punjab Kings,Chennai,Chennai Super Kings won by 15 Runs
45,46,02/05/2013,Pune Warriors v Royal Challengers Bangalore,Pune,Royal Challengers Bangalore won by 17 Runs
46,47,03/05/2013,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 8 Wickets
47,48,04/05/2013,Sunrisers Hyderabad v Delhi Capitals,Hyderabad,Sunrisers Hyderabad won by 6 Wickets
48,49,05/05/2013,Mumbai Indians v Chennai Super Kings,Mumbai,Mumbai Indians won by 60 Runs
49,50,05/05/2013,Rajasthan Royals v Pune Warriors,Jaipur,Rajasthan Royals won by 5 Wickets
50,51,06/05/2013,Punjab Kings v Royal Challengers Bangalore,"Mohali, Chandigarh",Punjab Kings won by 6 Wickets
51,52,07/05/2013,Rajasthan Royals v Delhi Capitals,Jaipur,Rajasthan Royals won by 9 Wickets
52,53,07/05/2013,Mumbai Indians v Kolkata Knight Riders,Mumbai,Mumbai Indians won by 65 Runs
53,54,08/05/2013,Sunrisers Hyderabad v Chennai Super Kings,Hyderabad,Chennai Super Kings won by 77 Runs
54,55,09/05/2013,Punjab Kings v Rajasthan Royals,"Mohali, Chandigarh",Rajasthan Royals won by 8 Wickets
55,56,09/05/2013,Pune Warriors v Kolkata Knight Riders,Pune,Kolkata Knight Riders won by 46 Runs
56,57,10/05/2013,Royal Challengers Bangalore v Delhi Capitals,Delhi,Royal Challengers Bangalore won by 4 Runs
57,58,11/05/2013,Pune Warriors v Mumbai Indians,Pune,Mumbai Indians won by 5 Wickets
58,59,11/05/2013,Punjab Kings v Sunrisers Hyderabad,"Mohali, Chandigarh",Sunrisers Hyderabad won by 30 Runs
59,60,12/05/2013,Kolkata Knight Riders v Royal Challengers Bangalore,Ranchi,Kolkata Knight Riders won by 5 Wickets
60,61,12/05/2013,Rajasthan Royals v Chennai Super Kings,Jaipur,Rajasthan Royals won by 5 Wickets
61,62,13/05/2013,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Mumbai Indians won by 7 Wickets
62,63,14/05/2013,Royal Challengers Bangalore v Punjab Kings,"Bengaluru, Bangalore",Punjab Kings won by 7 Wickets
63,64,14/05/2013,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 33 Runs
64,65,15/05/2013,Kolkata Knight Riders v Pune Warriors,Ranchi,Pune Warriors won by 7 Runs
65,66,15/05/2013,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 14 Runs
66,67,16/05/2013,Punjab Kings v Delhi Capitals,Dharamsala,Punjab Kings won by 7 Runs
67,68,17/05/2013,Sunrisers Hyderabad v Rajasthan Royals,Hyderabad,Sunrisers Hyderabad won by 23 Runs
68,69,18/05/2013,Punjab Kings v Mumbai Indians,Dharamsala,Punjab Kings won by 50 Runs
69,70,18/05/2013,Royal Challengers Bangalore v Chennai Super Kings,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 24 Runs
70,71,19/05/2013,Pune Warriors v Delhi Capitals,Pune,Pune Warriors won by 38 Runs
71,72,19/05/2013,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Sunrisers Hyderabad won by 5 Wickets
72,1st Qualifying Final,21/05/2013,Chennai Super Kings v Mumbai Indians,Delhi,Chennai Super Kings won by 48 Runs
73,Elimination Final,22/05/2013,Rajasthan Royals v Sunrisers Hyderabad,Delhi,Rajasthan Royals won by 4 Wickets
74,2nd Qualifying Final,24/05/2013,Mumbai Indians v Rajasthan Royals,Kolkata,Mumbai Indians won by 4 Wickets
75,Final,26/05/2013,Chennai Super Kings v Mumbai Indians,Kolkata,Mumbai Indians won by 23 Runs
0,1,16/04/2014,Kolkata Knight Riders v Mumbai Indians,Abu Dhabi,Kolkata Knight Riders won by 41 Runs
1,2,17/04/2014,Royal Challengers Bangalore v Delhi Capitals,Sharjah,Royal Challengers Bangalore won by 8 Wickets
2,3,18/04/2014,Chennai Super Kings v Punjab Kings,Abu Dhabi,Punjab Kings won by 6 Wickets
3,4,18/04/2014,Sunrisers Hyderabad v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 4 Wickets
4,5,19/04/2014,Mumbai Indians v Royal Challengers Bangalore,Dubai,Royal Challengers Bangalore won by 7 Wickets
5,6,19/04/2014,Kolkata Knight Riders v Delhi Capitals,Dubai,Delhi Capitals won by 4 Wickets
6,7,20/04/2014,Rajasthan Royals v Punjab Kings,Sharjah,Punjab Kings won by 7 Wickets
7,8,21/04/2014,Chennai Super Kings v Delhi Capitals,Abu Dhabi,Chennai Super Kings won by 93 Runs
8,9,22/04/2014,Punjab Kings v Sunrisers Hyderabad,Sharjah,Punjab Kings won by 72 Runs
9,10,23/04/2014,Chennai Super Kings v Rajasthan Royals,Dubai,Chennai Super Kings won by 7 Runs
10,11,24/04/2014,Royal Challengers Bangalore v Kolkata Knight Riders,Sharjah,Kolkata Knight Riders won by 2 Runs
11,12,25/04/2014,Sunrisers Hyderabad v Delhi Capitals,Dubai,Sunrisers Hyderabad won by 4 Runs
12,13,25/04/2014,Chennai Super Kings v Mumbai Indians,Dubai,Chennai Super Kings won by 7 Wickets
13,14,26/04/2014,Royal Challengers Bangalore v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 6 Wickets
14,15,26/04/2014,Kolkata Knight Riders v Punjab Kings,Abu Dhabi,Punjab Kings won by 23 Runs
15,16,27/04/2014,Delhi Capitals v Mumbai Indians,Sharjah,Delhi Capitals won by 6 Wickets
16,17,27/04/2014,Sunrisers Hyderabad v Chennai Super Kings,Sharjah,Chennai Super Kings won by 5 Wickets
17,18,28/04/2014,Punjab Kings v Royal Challengers Bangalore,Dubai,Punjab Kings won by 5 Wickets
18,19,29/04/2014,Kolkata Knight Riders v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by Boundary Count
19,20,30/04/2014,Mumbai Indians v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 15 Runs
20,21,02/05/2014,Chennai Super Kings v Kolkata Knight Riders,Ranchi,Chennai Super Kings won by 34 Runs
21,22,03/05/2014,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 5 Wickets
22,23,03/05/2014,Delhi Capitals v Rajasthan Royals,Delhi,Rajasthan Royals won by 7 Wickets
23,24,04/05/2014,Royal Challengers Bangalore v Sunrisers Hyderabad,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 4 Wickets
24,25,05/05/2014,Rajasthan Royals v Kolkata Knight Riders,Ahmedabad,Rajasthan Royals won by 10 Runs
25,26,05/05/2014,Delhi Capitals v Chennai Super Kings,Delhi,Chennai Super Kings won by 8 Wickets
26,27,06/05/2014,Mumbai Indians v Royal Challengers Bangalore,Mumbai,Mumbai Indians won by 19 Runs
27,28,07/05/2014,Delhi Capitals v Kolkata Knight Riders,Delhi,Kolkata Knight Riders won by 8 Wickets
28,29,07/05/2014,Punjab Kings v Chennai Super Kings,Cuttack,Punjab Kings won by 44 Runs
29,30,08/05/2014,Sunrisers Hyderabad v Rajasthan Royals,Ahmedabad,Sunrisers Hyderabad won by 32 Runs
30,31,09/05/2014,Royal Challengers Bangalore v Punjab Kings,"Bengaluru, Bangalore",Punjab Kings won by 32 Runs
31,32,10/05/2014,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 8 Wickets [D/L]
32,33,10/05/2014,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 4 Wickets
33,34,11/05/2014,Kolkata Knight Riders v Punjab Kings,Cuttack,Kolkata Knight Riders won by 9 Wickets
34,35,11/05/2014,Royal Challengers Bangalore v Rajasthan Royals,"Bengaluru, Bangalore",Rajasthan Royals won by 5 Wickets
35,36,12/05/2014,Sunrisers Hyderabad v Mumbai Indians,Hyderabad,Mumbai Indians won by 7 Wickets
36,37,13/05/2014,Chennai Super Kings v Rajasthan Royals,Ranchi,Chennai Super Kings won by 5 Wickets
37,38,13/05/2014,Royal Challengers Bangalore v Delhi Capitals,"Bengaluru, Bangalore",Royal Challengers Bangalore won by 16 Runs
38,39,14/05/2014,Sunrisers Hyderabad v Punjab Kings,Hyderabad,Punjab Kings won by 6 Wickets
39,40,14/05/2014,Kolkata Knight Riders v Mumbai Indians,Cuttack,Kolkata Knight Riders won by 6 Wickets
40,41,15/05/2014,Rajasthan Royals v Delhi Capitals,Ahmedabad,Rajasthan Royals won by 62 Runs
41,42,18/05/2014,Chennai Super Kings v Royal Challengers Bangalore,Ranchi,Royal Challengers Bangalore won by 5 Wickets
42,43,18/05/2014,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Kolkata Knight Riders won by 7 Wickets
43,44,19/05/2014,Rajasthan Royals v Mumbai Indians,Ahmedabad,Mumbai Indians won by 25 Runs
44,45,19/05/2014,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 4 Wickets
45,46,20/05/2014,Sunrisers Hyderabad v Royal Challengers Bangalore,Hyderabad,Sunrisers Hyderabad won by 7 Wickets
46,47,20/05/2014,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Kolkata Knight Riders won by 8 Wickets
47,48,21/05/2014,Punjab Kings v Mumbai Indians,"Mohali, Chandigarh",Mumbai Indians won by 7 Wickets
48,49,22/05/2014,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Kolkata Knight Riders won by 30 Runs
49,50,22/05/2014,Chennai Super Kings v Sunrisers Hyderabad,Ranchi,Sunrisers Hyderabad won by 6 Wickets
50,51,23/05/2014,Mumbai Indians v Delhi Capitals,Mumbai,Mumbai Indians won by 15 Runs
51,52,23/05/2014,Punjab Kings v Rajasthan Royals,"Mohali, Chandigarh",Punjab Kings won by 16 Runs
52,53,24/05/2014,Royal Challengers Bangalore v Chennai Super Kings,"Bengaluru, Bangalore",Chennai Super Kings won by 8 Wickets
53,54,24/05/2014,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Kolkata Knight Riders won by 4 Wickets
54,55,25/05/2014,Punjab Kings v Delhi Capitals,"Mohali, Chandigarh",Punjab Kings won by 7 Wickets
55,56,25/05/2014,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 5 Wickets
56,Elimination Final,28/05/2014,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 7 Wickets
57,1st Qualifying Final,28/05/2014,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 28 Runs
58,2nd Qualifying Final,30/05/2014,Chennai Super Kings v Punjab Kings,Mumbai,Punjab Kings won by 24 Runs
59,Final,01/06/2014,Kolkata Knight Riders v Punjab Kings,"Bengaluru, Bangalore",Kolkata Knight Riders won by 3 Wickets
0,1,08/04/2015,Kolkata Knight Riders v Mumbai Indians,Kolkata,Kolkata Knight Riders won by 3 Wickets
1,2,09/04/2015,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 1 Run
2,3,10/04/2015,Punjab Kings v Rajasthan Royals,Pune,Rajasthan Royals won by 26 Runs
3,4,11/04/2015,Chennai Super Kings v Sunrisers Hyderabad,Chennai,Chennai Super Kings won by 45 Runs
4,5,11/04/2015,Kolkata Knight Riders v Royal Challengers Bangalore,Kolkata,Royal Challengers Bangalore won by 3 Wickets
5,6,12/04/2015,Delhi Capitals v Rajasthan Royals,Delhi,Rajasthan Royals won by 3 Wickets
6,7,12/04/2015,Mumbai Indians v Punjab Kings,Mumbai,Punjab Kings won by 18 Runs
7,8,13/04/2015,Royal Challengers Bangalore v Sunrisers Hyderabad,"Bengaluru, Bangalore",Sunrisers Hyderabad won by 8 Wickets
8,9,14/04/2015,Rajasthan Royals v Mumbai Indians,Ahmedabad,Rajasthan Royals won by 7 Wickets
9,10,15/04/2015,Punjab Kings v Delhi Capitals,Pune,Delhi Capitals won by 5 Wickets
10,11,16/04/2015,Sunrisers Hyderabad v Rajasthan Royals,Visakhapatnam,Rajasthan Royals won by 6 Wickets
11,12,17/04/2015,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 6 Wickets
12,13,18/04/2015,Sunrisers Hyderabad v Delhi Capitals,Visakhapatnam,Delhi Capitals won by 4 Runs
13,14,18/04/2015,Punjab Kings v Kolkata Knight Riders,Pune,Kolkata Knight Riders won by 4 Wickets
14,15,19/04/2015,Rajasthan Royals v Chennai Super Kings,Ahmedabad,Rajasthan Royals won by 8 Wickets
15,16,19/04/2015,Royal Challengers Bangalore v Mumbai Indians,"Bengaluru, Bangalore",Mumbai Indians won by 18 Runs
16,17,20/04/2015,Delhi Capitals v Kolkata Knight Riders,Delhi,Kolkata Knight Riders won by 6 Wickets
17,18,21/04/2015,Rajasthan Royals v Punjab Kings,Ahmedabad,Punjab Kings won by   Super Over
18,19,22/04/2015,Sunrisers Hyderabad v Kolkata Knight Riders,Visakhapatnam,Sunrisers Hyderabad won by 16 Runs [D/L]
19,20,22/04/2015,Royal Challengers Bangalore v Chennai Super Kings,"Bengaluru, Bangalore",Chennai Super Kings won by 27 Runs
20,21,23/04/2015,Delhi Capitals v Mumbai Indians,Delhi,Delhi Capitals won by 37 Runs
21,22,24/04/2015,Rajasthan Royals v Royal Challengers Bangalore,Ahmedabad,Royal Challengers Bangalore won by 9 Wickets
22,23,25/04/2015,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Mumbai Indians won by 20 Runs
23,24,25/04/2015,Chennai Super Kings v Punjab Kings,Chennai,Chennai Super Kings won by 97 Runs
